,price
518,913510.1149042828
519,271619.97872505436
520,1226314.123829293
521,389276.0764448409
522,351210.29869244364
523,609842.6197629912
524,482707.9463740496
525,852076.3358629628
526,353576.33339197957
527,545976.3979790837
528,707525.0022836025
529,289996.83167523844
530,289855.61426224955
531,447088.0348541576
532,336840.9514228888
533,446776.0624789987
534,361671.09865039267
535,443755.74634976004
536,312407.01351605984
537,329560.23375056783
538,304937.95342283364
539,415490.73029213963
540,756566.0732972346
541,497583.99040520896
542,600452.889010355
543,1011233.64857969
544,562086.0560179017
545,319906.39892740245
546,637786.2549358939
547,1150782.015310718
548,858717.1312621224
549,1172888.517635433
550,602934.9104302304
551,656383.1647963967
552,235172.23676632755
553,664130.3162445468
554,427013.4595034073
555,475244.57522024825
556,975874.503447098
557,357862.2781049072
558,598431.9589349665
559,238438.83135871904
560,370368.62980672903
561,426888.2182147058
562,544273.2118452726
563,235866.20627831886
564,400391.00829253497
565,468332.1371893947
566,493237.15552613576
567,492543.02212787495
568,769312.8603550695
569,252950.38975621545
570,240251.2418341678
571,328405.7429179986
572,498836.80672154645
573,684705.7896507336
574,425956.83675671986
575,383291.898584056
576,626037.3753540734
577,426447.7161648448
578,380264.014386217
579,239793.45513464714
580,430974.9548976101
581,298172.3284043178
582,197272.30792483795
583,343426.0160458047
584,396269.1227875752
585,230687.6412568064
586,314701.8834587725
587,694585.0212250083
588,210154.6678960296
589,618407.511938397
590,753622.8613145896
591,734572.7787898827
592,159288.53609808366
593,203826.9414082567
594,292905.7672463074
595,483461.61931660026
596,671288.6875856136
597,525396.8264173738
598,677462.870204771
599,589334.9244111569
600,461975.0997281514
601,451121.7257786174
602,449346.1782368089
603,386937.7362603381
604,247878.33753886365
605,312640.4566675424
606,571946.3698652572
607,430857.1691167168
608,637577.1017203988
609,643888.9672553786
610,656949.7485156177
611,495766.84115887224
612,508123.91431390436
613,378373.0134077164
614,348482.15313306125
615,753114.5752350343
616,343389.4700442118
617,452213.8433542824
618,306903.322116201
619,255231.79698568516
620,3952897.6850153874
621,885752.5967875987
622,320943.5802678017
623,678817.2540975471
624,713931.617376247
625,228459.89353863537
626,522349.16098922986
627,272730.1521339649
628,417010.90353074786
629,1503543.862876062
630,641257.1096868744
631,563824.3115602334
632,856026.885959351
633,861904.5987883457
634,320093.04857400345
635,391008.3407350661
636,820687.2978380526
637,457294.5066309043
638,707109.0214710737
639,657668.7138745069
640,224255.67524146847
641,718756.5246870214
642,353771.4737056066
643,673080.746230983
644,615670.9112718214
645,415091.9957170141
646,596649.7773733498
647,527572.1403067628
648,469061.7659414925
649,280585.40767893876
650,286795.6415588794
651,871397.8136064201
652,299135.1125896789
653,515647.8548234713
654,412701.2305215463
655,337002.21221614233
656,261957.61491043962
657,526615.0219363628
658,877063.7001942043
659,596131.300855322
660,617052.8322495447
661,574645.619649775
662,256151.9636353654
663,923473.5932950438
664,255924.36662471484
665,786645.6515430328
666,1013465.9245736226
667,1164897.3351276394
668,250480.1392283595
669,544095.5336403777
670,1313487.9013151445
671,498273.9640402876
672,841120.9465328469
673,440055.34419088974
674,766324.6814447118
675,306016.72015605343
676,581147.9000981391
677,351340.97429092776
678,421547.4354532426
679,221834.64700060166
680,350295.71961328055
681,670817.9365907102
682,977550.3403968628
683,484248.2208541058
684,676091.5285132813
685,268181.6099461943
686,510216.56253186817
687,255686.19695644133
688,697768.2608895295
689,259042.89258360871
690,558305.5071139212
691,778244.0232471358
692,245047.93897476298
693,415012.827312685
694,1609131.0259132567
695,594603.1904639764
696,991516.9164513113
697,340775.95197331416
698,649023.1774857575
699,524977.1269340365
700,309765.57388604496
701,468461.7796592601
702,278249.0106377724
703,429286.7746089224
704,784318.0345453576
705,818287.9638008862
706,530910.9549470131
707,1126359.9336076006
708,369447.28202736436
709,196146.64509255052
710,260733.03451986378
711,234998.82549656127
712,348638.3137395874
713,336101.55634076067
714,430507.074645777
715,651754.1038907584
716,438751.9663612941
717,728400.1839541098
718,224177.00487307736
719,405510.19780546473
720,285773.2361447723
721,265449.8871539558
722,387836.1242902822
723,908229.7686295139
724,549931.364094909
725,274353.3910878477
726,352251.3998390604
727,451937.83314014936
728,233339.599868538
729,503085.7668026477
730,451821.0202134059
731,260131.27256196382
732,367453.04963902367
733,568099.7869201141
734,786112.7830211844
735,335609.2476116951
736,664782.4116891426
737,264554.9033393811
738,389170.48427196656
739,386086.7633925325
740,553995.0331378584
741,396964.58718071715
742,413190.74158915016
743,492587.767480767
744,419610.28965197527
745,282077.3194160882
746,245874.33303257797
747,663385.5789087567
748,527265.8254081404
749,198213.10561370765
750,235633.04982804175
751,648594.9454943003
752,308159.1063087369
753,857044.2698003644
754,844361.2165082968
755,317392.6669299325
756,428309.9231595095
757,233379.94407475696
758,535991.7602889282
759,656342.6583175771
760,773255.3951534457
761,529469.0968874414
762,226263.13837581078
763,402526.86570021126
764,546925.4094424465
765,211983.4790841268
766,727855.0488823818
767,1067017.8824454113
768,405484.712109702
769,494414.66346075915
770,545610.4813750274
771,381939.6314082051
772,652792.8008956444
773,727682.8846843014
774,421075.7290364562
775,427783.28195963346
776,635531.5514181841
777,440887.84658582706
778,286001.2610496287
779,656822.3140961012
780,683083.2890913141
781,465279.5845429415
782,446585.5923565731
783,713662.033444674
784,353834.81029650074
785,632424.62743661
786,352611.00166868186
787,777235.9346641881
788,520904.8427176845
789,2413700.085519676
790,755326.9495076844
791,1599695.8644832624
792,1035411.2393726946
793,361939.0765436477
794,247542.94675607063
795,564090.7522174985
796,455453.22346159385
797,266855.1034801674
798,261491.71276783946
799,431503.9478497165
800,254362.40426326884
801,827489.5202306808
802,450901.3585744005
803,298806.9893708631
804,377106.822513763
805,656389.4309824917
806,440868.99341331096
807,307704.6123953592
808,279735.52259831293
809,350402.46860541176
810,276140.7009420348
811,270752.12019377726
812,828491.9817679534
813,296027.93285905727
814,1020264.097179056
815,834279.3124033484
816,298737.6624950287
817,299574.62454812555
818,543201.543976898
819,277270.49818740913
820,702382.2498457484
821,277947.0386540205
822,668205.04274052
823,582463.8852069613
824,614169.0997097769
825,312459.2880682565
826,687564.4979737989
827,891774.8335908246
828,299712.48730374704
829,572214.6423504783
830,306479.3473989681
831,586293.9684765876
832,384022.089740357
833,1638007.255590959
834,416264.9155117882
835,573280.6696979016
836,2507568.9826282477
837,321327.9996966141
838,225622.36745708395
839,334500.0469910702
840,632960.943896093
841,301168.42157873913
842,294050.0304973283
843,394548.8948590218
844,268761.73960851214
845,266831.49181055714
846,250863.0140538526
847,615379.7511128794
848,815343.6663269993
849,794852.933111678
850,494651.46975312073
851,205658.29353847768
852,510244.18977279495
853,333563.4232043158
854,723381.5259753654
855,421491.2682724443
856,908472.6883368081
857,496672.4394022148
858,193891.24516708442
859,870097.3278049409
860,514386.04244498885
861,305236.2544659709
862,212343.0641779829
863,271299.7584279099
864,351022.05064270337
865,548423.8062238151
866,337775.3468501058
867,278643.7931719086
868,400653.3065463793
869,567697.9660891582
870,344713.4382880743
871,443946.00409858744
872,845705.7327100666
873,461356.1141465465
874,883321.6984875341
875,370242.014610265
876,500681.34193625953
877,217435.54092279798
878,1417605.5727996838
879,466584.8680724518
880,363206.93725726544
881,347523.9284842901
882,843288.9041663941
883,471087.905231866
884,566562.0835172189
885,211530.18101295352
886,247878.29485116166
887,623112.6798300096
888,1727003.3043789177
889,290970.25799834856
890,283385.8374373389
891,750561.4219387763
892,755874.7355009295
893,1035015.6715496789
894,1218052.122181195
895,668249.1653475405
896,238118.73127732356
897,480385.3508977832
898,516042.1231671025
899,537026.0214694426
900,182961.33848559487
901,449459.73087662406
902,474742.176643469
903,569629.1313308895
904,728230.484304681
905,263375.71502945
906,488403.7192316414
907,376722.68026675744
908,753387.0822903775
909,347632.2998000964
910,297210.76380310574
911,264598.11442824284
912,504014.03501038294
913,265634.01959824236
914,1060514.5561689227
915,682788.9320096419
916,295462.1897784743
917,235335.86000149604
918,320049.8087236937
919,738525.8903882842
920,935147.8944867754
921,304124.4928989641
922,334323.91088682413
923,292302.394704569
924,656375.9829530376
925,986953.4287823646
926,307476.9775379495
927,534565.4719072417
928,293586.89528626215
929,444803.82810920745
930,844137.6386123163
931,361396.40307928267
932,419219.747715098
933,199731.4951563375
934,649848.2483490088
935,567362.6830413117
936,234801.35798861718
937,853576.5227455604
938,575908.0938462827
939,472742.37357234245
940,496906.9257819946
941,338385.40481648507
942,247522.09795969518
943,397943.5802725839
944,605128.7782555142
945,571044.415375091
946,221841.04353306998
947,328443.49950339255
948,549472.8928968456
949,367192.39492627117
950,466951.69217385154
951,480037.9429833957
952,401194.59871590405
953,794671.9086735424
954,378962.7534837566
955,198341.51488957612
956,831337.8797532206
957,407721.0821264496
958,699856.2299056691
959,229262.92038507853
960,738058.1363565077
961,618232.1634552195
962,1374435.8486540914
963,243127.03074246808
964,406697.28701587894
965,317474.59472426533
966,278485.0362458477
967,395672.9659740449
968,656267.8562866781
969,390097.92647836613
970,1582743.2929174914
971,723296.5818368482
972,506221.7718143348
973,513442.2602527595
974,484678.326141749
975,367948.5556317094
976,283892.6018782987
977,709699.7057893161
978,419498.81634538475
979,460862.96950541856
980,2139898.1285598706
981,323644.1991471537
982,312650.970184546
983,494664.0978016679
984,758926.9977221212
985,264585.94922474405
986,267063.7201359937
987,676270.3175707877
988,431199.97267019557
989,354837.5717947528
990,581944.6377494683
991,269959.785137896
992,394510.5736547536
993,464539.33089209994
994,521585.4356055286
995,829597.262632013
996,296294.1628091157
997,302004.60508945095
998,716033.4446348904
999,500816.26454589283
1000,259541.92217771857
1001,543286.7154397771
1002,302458.40726053313
1003,204996.26812176305
1004,654314.2273790454
1005,1269831.9531496747
1006,488014.1700498593
1007,886379.347211165
1008,511136.7218497783
1009,382372.50575027074
1010,632404.2270870146
1011,341022.6766298977
1012,613384.7908912834
1013,560750.3338735393
1014,313920.3289923128
1015,411058.0332916503
1016,307870.8032282483
1017,618749.0114525154
1018,582603.3717137343
1019,623298.1547845771
1020,428604.1918466381
1021,299605.7531291739
1022,1211319.8551307782
1023,965284.3063767527
1024,1090731.2067622363
1025,771291.939806121
1026,889494.463404647
1027,662975.7831558263
1028,287104.3041586255
1029,286433.9219195147
1030,575819.4014502928
1031,701801.7268888747
1032,319366.4726071934
1033,1080505.3744357768
1034,1248348.591194445
1035,319429.57611741056
1036,871614.0402999435
1037,302479.8300862702
1038,377598.16702636884
1039,578479.8787394786
1040,357395.03168276564
1041,385616.937386405
1042,449327.58241825725
1043,214421.91269736557
1044,391815.57297390787
1045,466913.65692676435
1046,554536.4412181169
1047,779167.1531483722
1048,305562.614107599
1049,312025.1529863771
1050,223225.53756963703
1051,771724.0880620243
1052,608301.9987166355
1053,269792.98083262576
1054,186989.17271206895
1055,460720.0143338401
1056,308641.3340240289
1057,242294.76405700683
1058,516653.36914950446
1059,277843.16989349417
1060,492056.5881378839
1061,603706.3360438336
1062,358073.37198062585
1063,282998.3339194929
1064,753963.882286932
1065,569598.3143825593
1066,466725.38216386223
1067,570695.6595611271
1068,275510.3068050321
1069,402825.4115129438
1070,357707.4791394912
1071,382849.3724139209
1072,685713.2791640534
1073,514868.15605166677
1074,892063.22259999
1075,278084.0667034619
1076,609763.2371964704
1077,231199.00414760748
1078,540231.0963658126
1079,234319.84813926037
1080,606652.1660376206
1081,442408.50771289965
1082,595160.1937696568
1083,1008909.8846872374
1084,475592.7554556449
1085,343493.9991363492
1086,646421.5787728879
1087,204156.2910356597
1088,618650.2396312681
1089,292589.23643476836
1090,1598038.108821487
1091,239033.77248472837
1092,338492.3715632008
1093,360650.4156508927
1094,408917.41177209147
1095,288690.96236136527
1096,314585.5617016924
1097,482720.8208239819
1098,1229709.5514034678
1099,788347.4801642541
1100,2001852.0788777554
1101,344407.42692873103
1102,543439.4121701729
1103,514026.21027713665
1104,933437.6325925249
1105,538939.8342557199
1106,501916.94662077737
1107,852241.8412923462
1108,575820.5436084988
1109,422486.688679848
1110,566038.2082567586
1111,367563.2921887742
1112,569867.433999071
1113,876878.6225171535
1114,273230.7589574708
1115,710633.1082242207
1116,441560.4924652885
1117,472509.03587136115
1118,544256.8685242619
1119,345200.977133725
1120,615338.1265104407
1121,1197199.866800598
1122,606029.4715889887
1123,222066.4867349678
1124,436519.90915002424
1125,770001.8423785063
1126,422237.15705125214
1127,237128.78906888267
1128,296052.90136473725
1129,758241.2869600636
1130,571760.4211631949
1131,861639.2118773792
1132,228893.42360832146
1133,793729.7653621838
1134,1080183.445675553
1135,623543.5905815132
1136,476897.03884187964
1137,377144.1171474042
1138,902715.2006350472
1139,939664.4876661758
1140,602657.0968915478
1141,412462.22454255034
1142,324263.3836192543
1143,703756.8468433368
1144,675294.0667343882
1145,268570.025383142
1146,566408.0944750485
1147,413391.16851371835
1148,486278.23204097844
1149,266922.6869187571
1150,329748.42261397326
1151,527770.8304524791
1152,192260.84681552742
1153,789712.2030638402
1154,900039.9421630753
1155,483882.20673471293
1156,315910.6239653902
1157,422272.54711586743
1158,334678.0182421978
1159,418262.17009591556
1160,2361751.0984858936
1161,259789.91637724507
1162,510034.904189267
1163,487295.47905516555
1164,671154.0702516348
1165,256936.65060312004
1166,290342.22187085013
1167,217970.98260934593
1168,798194.4645495107
1169,726907.7785487111
1170,263675.06911067496
1171,658356.8678746319
1172,335392.53564039135
1173,504704.213556032
1174,254718.86239505466
1175,506935.9662958324
1176,780507.1762428087
1177,295144.81571109575
1178,875627.9125403155
1179,241102.11472007926
1180,636775.6648714419
1181,318833.1684947153
1182,489119.2471883459
1183,351050.0885132452
1184,250226.84616625917
1185,229704.9334822692
1186,868122.452598957
1187,615306.7489863103
1188,484382.49064668827
1189,362051.4590922171
1190,1275546.461470108
1191,315425.085916042
1192,267894.3407909659
1193,344630.0714630762
1194,259057.74540512575
1195,190036.0712574756
1196,990240.1967777718
1197,269154.8784286665
1198,258775.87300288695
1199,1236440.5869566156
1200,389218.1137918039
1201,218549.6100871624
1202,446334.2108001513
1203,272646.4970021222
1204,586488.6843155976
1205,314530.33730253123
1206,433050.4003025849
1207,305610.91752787324
1208,353758.46044092416
1209,530917.6341405296
1210,323216.5035599093
1211,259174.39557286294
1212,593125.6882595464
1213,237948.2879780773
1214,748598.6758878707
1215,488100.7386116483
1216,1131074.0614662785
1217,658651.7319013687
1218,622338.0318374038
1219,590539.4500876807
1220,508727.0252228213
1221,1142868.3025924661
1222,388928.3832686352
1223,305322.03530367505
1224,903792.2474819525
1225,570057.5252243611
1226,475690.2788903777
1227,419451.2742195454
1228,674971.1815577792
1229,420563.15327823785
1230,407182.17107090296
1231,815248.1802008051
1232,544808.0269484097
1233,374211.64217345044
1234,530283.6115658119
1235,1242543.8613650256
1236,277513.29932804103
1237,434261.2095877568
1238,425905.4528699492
1239,362975.4965931988
1240,313383.0762183875
1241,438302.5323814626
1242,683610.1227532409
1243,989191.4955447456
1244,175890.1764380087
1245,703330.8774476588
1246,497419.101919511
1247,250855.1256417561
1248,372239.5778315433
1249,316605.2233406114
1250,716973.4060821747
1251,381691.867929896
1252,460649.7872907171
1253,788030.3145754664
1254,709644.8744872434
1255,436327.63278605224
1256,185721.0199501996
1257,378745.31261322834
1258,271192.6291921056
1259,445990.6422835576
1260,557079.6317449493
1261,781284.8058748718
1262,323632.5919564273
1263,455448.7407688687
1264,316606.6813021637
1265,471238.8016463386
1266,330063.10889799846
1267,274060.46513557807
1268,632216.2497899604
1269,262935.1383006365
1270,615528.0615910393
1271,699528.0214183114
1272,1141861.2879903032
1273,287904.2863040205
1274,251219.53108104548
1275,241772.26806906532
1276,278284.59954619705
1277,427912.2852515063
1278,653819.845803567
1279,715414.3802364384
1280,165110.8128455397
1281,266466.09693058435
1282,1007819.4551728352
1283,763504.7705580855
1284,337843.2623417578
1285,425033.18792310567
1286,893340.2818036185
1287,740740.6619247054
1288,542206.4749297621
1289,401759.758659751
1290,428014.07597077655
1291,420044.81329704146
1292,586079.787783498
1293,343459.5969929503
1294,971138.789665838
1295,430126.87949636026
1296,638929.7555658033
1297,616951.0089144243
1298,251152.1030484913
1299,593342.2289364998
1300,793861.2967110913
1301,348667.97078591463
1302,536651.0943287552
1303,240709.56815958588
1304,423078.52093750687
1305,273394.57135275984
1306,500343.2564085529
1307,324051.8594299073
1308,486534.78593203216
1309,402694.73272033676
1310,457353.49826550833
1311,293503.4643220987
1312,601665.6373460009
1313,270680.7047255753
1314,979415.7189339856
1315,272072.35672565363
1316,382321.5351184765
1317,456154.69136319344
1318,1095346.9091635763
1319,603111.3712296657
1320,258300.23317335077
1321,608224.5154422204
1322,559134.5435486156
1323,203240.52251341348
1324,678831.5923602842
1325,507497.49577286653
1326,356398.8648525735
1327,541649.0160539874
1328,765549.1531105181
1329,569246.2881992346
1330,595490.003291203
1331,270132.359423244
1332,445734.90684576036
1333,449667.5132276842
1334,844036.5030712837
1335,602934.1055869627
1336,621055.0963403997
1337,508596.0047069567
1338,300978.3147408197
1339,466161.9335612228
1340,495688.04504979507
1341,416136.1207061263
1342,417124.8080987788
1343,162535.9804268969
1344,636848.8864632868
1345,486510.4421316942
1346,441591.6466625974
1347,817860.5036463662
1348,900382.228338963
1349,352735.4824852501
1350,304651.561515925
1351,1161473.0730526769
1352,201850.77620449365
1353,775075.6898040436
1354,296916.4495519995
1355,236655.98926063304
1356,902489.1482147856
1357,799001.0556604752
1358,718257.1356132609
1359,570896.3829163823
1360,776769.5991590839
1361,803809.7221271556
1362,466237.66933764366
1363,368760.56445817294
1364,405041.06825763005
