,price
502,535792.0863399692
503,363415.67004858283
504,492260.5809356481
505,1031558.2083833455
506,635239.3313703985
507,1010750.3249798812
508,312863.33767901896
509,388485.3523775617
510,463228.42627997766
511,241914.12903853794
512,255621.75401817728
513,316524.59456910234
514,723071.0514741468
515,677523.2760363097
516,362248.7838957454
517,402845.3010559108
518,868492.2084944048
519,251699.19503034782
520,1238630.4846084113
521,358424.6322857343
522,313747.54804342723
523,583690.5272829897
524,559369.573788383
525,817304.1582908821
526,395321.9887756172
527,431771.7654882466
528,735390.1248595172
529,250078.3377842141
530,292090.9976354136
531,474865.9178859385
532,337330.4950654907
533,416186.11517978297
534,444092.6714992292
535,439459.58839771146
536,293229.28268580884
537,316244.14261704736
538,317848.1898354621
539,389435.4993853212
540,809367.2387458507
541,525206.2099814462
542,587713.6975111568
543,786973.4522384262
544,512299.92735726037
545,316021.65517947706
546,659681.3860294026
547,1530277.6306933048
548,730493.47917322
549,966593.4208438533
550,705613.3783413759
551,623252.0241770934
552,218907.7177088389
553,705328.0252933973
554,356466.69146632584
555,412381.9920226075
556,804464.8072952537
557,379434.1266388199
558,571040.4131394022
559,211882.018515213
560,367091.9523866328
561,420974.1716529885
562,520048.7626322645
563,216908.56328984784
564,397633.1913182129
565,458120.55382181116
566,549333.509783472
567,472942.02542876056
568,843836.5628637071
569,257097.9177443983
570,239058.36057429438
571,339735.11327638855
572,409561.5587259232
573,948567.2073423892
574,414027.4963455962
575,420119.52074955666
576,636832.9684931511
577,451677.5908741419
578,402060.60341318377
579,233839.9652980123
580,451859.4422152069
581,293413.949694549
582,187860.9034442362
583,337045.8145419034
584,363881.92658585374
585,231176.32029693178
586,312243.0100560344
587,550734.7324520636
588,189785.17604563152
589,564056.7069338777
590,815442.1699503772
591,684529.8764459465
592,221865.2737748894
593,184827.56432828974
594,307265.5851775706
595,518616.52928939107
596,668813.1484692649
597,497996.92896830593
598,713240.3635470452
599,529853.3710468888
600,401379.6646749665
601,482087.04114724085
602,405798.9847903113
603,398448.29713817657
604,225266.4597023214
605,310986.0051155098
606,600980.4834499962
607,472821.1772312341
608,744993.4567802493
609,722874.8414723903
610,603238.1375324074
611,467247.70238871535
612,474132.63195365574
613,389209.5403426779
614,325823.3439757979
615,659007.1093229807
616,340390.13571659935
617,403183.96870427893
618,339832.88539596216
619,243363.84968122534
620,6215685.862678738
621,899630.3666070615
622,301714.1340213803
623,709022.9149544102
624,751336.3087220576
625,199883.23707743792
626,520045.0067032002
627,291587.936797278
628,345125.47053934523
629,1478639.048961692
630,551105.7618157532
631,591718.0802242709
632,808721.5550842291
633,923020.020917135
634,325839.43777851475
635,413933.8255735104
636,829701.6026084147
637,524513.236329694
638,844556.3104826261
639,648787.1397874227
640,199940.0591297844
641,725487.88693103
642,349429.8650816829
643,650104.8777206136
644,587026.464525775
645,371548.8041772299
646,610143.9511135878
647,483321.7435009149
648,495133.2889247081
649,274042.30392239825
650,329550.99690665735
651,1000485.3426551108
652,360403.81767434493
653,481946.0914828867
654,439981.10486985993
655,287159.11482924817
656,249736.6091189503
657,805651.783529279
658,866391.4948600329
659,591584.6137472967
660,569543.7746353237
661,602188.1172221454
662,239128.77635059276
663,919263.2941416409
664,288948.3579185907
665,669936.1363859661
666,1108348.4340869023
667,1004574.2876172542
668,281549.98394576414
669,485330.73352089676
670,994164.2790481315
671,470325.73395832715
672,884429.4407781735
673,424780.92830641393
674,882931.1385775844
675,321486.7861119304
676,605831.0614757264
677,362765.41396563826
678,388545.00557277055
679,247310.95401746166
680,406457.29075580946
681,634796.213127648
682,1200342.3804125583
683,499099.18795930134
684,703505.2665302801
685,280095.1028085824
686,531298.2421142852
687,232545.42714053908
688,628803.0682171454
689,280557.3620340035
690,570026.2099070421
691,750940.9371645853
692,279647.9637121196
693,405414.2531301311
694,1721429.833589045
695,636720.3253673831
696,1050409.4181327696
697,282656.97899642325
698,614235.9423089926
699,445609.8474771793
700,315403.00287958817
701,563929.6609220344
702,311775.459272536
703,436855.0907387022
704,832357.9408083656
705,714102.3835617021
706,508247.58319469466
707,1133143.6755895559
708,389237.72378805926
709,175585.14494863086
710,243433.6443230392
711,220707.66296475325
712,423553.54290387675
713,344768.86753231555
714,425449.82662800915
715,654247.9462369096
716,460265.0208903767
717,740504.5639483714
718,198420.1189015142
719,460279.44723177433
720,284878.73364832293
721,242360.93644681512
722,358980.0191684679
723,878754.5734213837
724,567288.9815081377
725,243435.08222769646
726,424741.77874999895
727,493923.0479010705
728,234497.88455424443
729,476252.82992190775
730,453289.75128770113
731,221816.03562297445
732,350359.4216871953
733,552425.7793787785
734,790420.8444676944
735,317581.805723639
736,613197.9889894109
737,253596.17954905072
738,336094.7357608266
739,379667.2437283085
740,550425.7823119251
741,465329.2151581742
742,391521.9985794089
743,433265.47331483924
744,438998.82280035125
745,264329.94654824794
746,257314.53532912993
747,664632.0099184735
748,479499.04998710024
749,171705.82546343844
750,218883.63793640462
751,702440.6651033697
752,285726.358665045
753,877958.6198501235
754,819905.4942121602
755,317822.3173068061
756,387662.1465638354
757,286061.82086020027
758,517511.8623244802
759,658292.7050629884
760,723746.0201968042
761,552128.0461039994
762,236194.90329099412
763,408093.23145514354
764,540372.6451505902
765,242483.9166244046
766,791706.5236903157
767,1174015.808345856
768,389040.66417892464
769,538390.1124825932
770,560752.068681191
771,392317.36229598406
772,664266.3925847326
773,723358.8796366173
774,438683.0586404395
775,349962.6669914936
776,660511.4600239722
777,478692.1799844003
778,297711.6898319161
779,748672.559915878
780,684963.4289484404
781,520597.26787430095
782,432659.93196381204
783,791744.8736190523
784,332077.12030987005
785,639381.8968618846
786,370222.1288092336
787,752676.4086492768
788,472796.6939775534
789,3424648.612244524
790,688016.1856217206
791,1619898.8467183877
792,1128931.8044806237
793,345776.8494661707
794,236695.85041776657
795,559600.5072330255
796,485190.07089111937
797,283386.5143398047
798,275934.63529826637
799,431271.32341318193
800,239170.45685780217
801,804782.9766931569
802,345643.54373962583
803,299857.1931897296
804,338863.4958495088
805,629876.8892007925
806,366267.42415911297
807,309633.86462919257
808,305388.3741695268
809,374443.49984121084
810,253521.21467374178
811,257824.63376010561
812,723208.7400556549
813,306542.40471575514
814,1095691.7485667216
815,758885.6273772841
816,274216.3973290338
817,332038.9428590805
818,491966.9742547394
819,332424.85577346105
820,742620.3429077328
821,267096.86405577336
822,714807.9193717124
823,655819.093429649
824,704570.0951237279
825,306628.5650223067
826,540154.5428029387
827,967758.2744996856
828,333938.64920731884
829,539650.7834379503
830,302267.2533798576
831,584933.2909271381
832,370172.1509497007
833,1112411.4099608758
834,517778.05937899003
835,387675.0357728606
836,3013536.465174675
837,339417.2918885441
838,237344.3818107392
839,331966.9292771944
840,656333.6037042183
841,339095.1303514233
842,266779.81540043245
843,299306.47609023686
844,266733.02019016875
845,261044.35962428947
846,270045.9602641588
847,609644.5862422234
848,891450.2163763671
849,739300.6674653544
850,514977.4273870967
851,213968.49476254385
852,513596.1015129752
853,296086.93318753986
854,713150.2596891389
855,506958.23157573957
856,1086396.0713562097
857,426970.2895324223
858,207229.82035327595
859,799424.9771481624
860,488768.3720617912
861,327714.0868283666
862,192904.72845067078
863,236162.31853816312
864,328245.0896360418
865,475553.32911158865
866,330394.9624890047
867,290609.8565420606
868,382538.8032393796
869,549852.2927048646
870,355634.87873417605
871,468712.47038094245
872,905644.3758797791
873,416027.2899389356
874,1292682.4385712305
875,313753.90511335386
876,506164.34525085747
877,228493.0195263796
878,1347254.1100940832
879,385331.8372082889
880,370764.2975539749
881,336353.30323961703
882,914396.6763360483
883,471621.6560982568
884,685000.3539605425
885,223936.0836931684
886,272429.4413745387
887,614344.6461048682
888,1825652.9441424902
889,297886.8641947369
890,295914.04544360976
891,772977.1829194076
892,674356.3846260853
893,1029643.5862578484
894,1048684.3240239804
895,594175.0356807117
896,267445.4352880709
897,479841.76211174694
898,511250.503478482
899,473886.78928550007
900,235105.57940385034
901,430542.31193202554
902,519194.42444444704
903,592406.5539367729
904,868858.8465238095
905,270167.9873019629
906,487996.7629523844
907,445732.2384003534
908,648147.658453396
909,344704.77530200855
910,301529.3340526273
911,268229.6626829437
912,477350.5293434003
913,293795.9966554018
914,1033505.6255434168
915,789251.2023798708
916,312596.5829829631
917,243007.7794926463
918,284260.20633131464
919,684831.4663825954
920,787893.2735581739
921,287450.1382548018
922,303419.86063036404
923,290048.6425239803
924,657558.5754449582
925,1101682.1397375131
926,290245.8559232885
927,532323.2743561512
928,301904.64320604707
929,456764.5398212197
930,867355.7748389776
931,365118.90808062704
932,437903.2372142486
933,268846.29981294717
934,598974.8803807602
935,553877.8073814788
936,228082.05654900262
937,792627.6748302798
938,567104.349723306
939,517060.0503893592
940,556265.4042785162
941,370699.5497626738
942,248389.43591134358
943,443900.3622322836
944,672625.2943302046
945,523431.9851072776
946,219555.86408105266
947,344829.6362960141
948,511536.3850550785
949,419623.39052386064
950,535690.9278899406
951,508797.9807212072
952,347599.0254198279
953,557276.2765499129
954,358253.0179618622
955,183580.64847029842
956,826340.7382447752
957,377106.37927154277
958,645724.485484724
959,222022.9091487035
960,698807.6394943633
961,618040.7997691054
962,1639802.3750033828
963,244515.6336694265
964,399850.02214107424
965,317449.6205327396
966,265228.5381592856
967,418429.1098225204
968,681977.5963815683
969,313373.5725313782
970,1899249.220517744
971,821253.6453162319
972,495147.0228139917
973,545191.0568455842
974,440773.5242765606
975,374398.42986289825
976,285072.28129095986
977,695062.3427435346
978,400318.97762733395
979,463836.66992843716
980,2865620.346707323
981,338884.68649883155
982,308355.7137787438
983,578161.7599892727
984,662246.0614391385
985,283034.9722731329
986,268344.8963319917
987,792730.647847495
988,395874.42126868194
989,379233.4351210554
990,604997.5636920902
991,280950.8261705079
992,330172.7319204511
993,415081.47455068835
994,525155.7486262505
995,819122.1339588383
996,303406.6245788806
997,324250.4154642594
998,827059.4166640759
999,495652.7675840522
1000,242425.04639692642
1001,473318.00135575526
1002,311864.8354735721
1003,208103.97540244347
1004,748907.912527354
1005,1811539.9503296604
1006,480289.5977085611
1007,1123783.8500009414
1008,542543.4894477025
1009,433273.73024029745
1010,571038.6848336078
1011,323169.3065714136
1012,717827.0701949816
1013,633193.1052152971
1014,316812.7943981286
1015,447967.6087349587
1016,317667.8272413372
1017,606517.6598646733
1018,407933.4290093857
1019,586313.529431787
1020,472128.3205203507
1021,286632.3477027945
1022,1161014.1801716692
1023,1021148.0229856217
1024,1357736.5261520012
1025,695148.5997335033
1026,776252.8411564836
1027,776847.952574244
1028,312751.4625426053
1029,314169.9686876216
1030,529964.2369896899
1031,634732.8270660511
1032,375743.2864047237
1033,745203.9015516215
1034,1457482.5852174105
1035,291528.6294971119
1036,836888.2923310401
1037,367951.11895558774
1038,350724.7041394316
1039,598565.9667207787
1040,342914.37176912505
1041,401130.6387903877
1042,439828.56905905914
1043,236031.66530282196
1044,349309.3720797358
1045,618428.5475774641
1046,550623.028767677
1047,795456.5375820999
1048,261405.90700194336
1049,267946.61623492313
1050,215791.02332125822
1051,759466.8555731651
1052,451396.73750841425
1053,202120.10710072663
1054,175705.81293274555
1055,486669.73104533256
1056,346299.3143778859
1057,240774.18262378633
1058,432034.5020344152
1059,282080.29409135174
1060,471881.535240381
1061,563679.2384877387
1062,416057.8147693908
1063,280073.3879441361
1064,786695.8705852436
1065,622635.0240160263
1066,479373.89332299924
1067,634197.5590918849
1068,291954.7622253495
1069,351623.77901438926
1070,368655.03380692925
1071,393239.32399709465
1072,552313.349013392
1073,497527.77141536545
1074,881307.7040660303
1075,307856.31934094935
1076,442723.88198452105
1077,261415.85839663638
1078,509372.41919695114
1079,261921.19822126286
1080,530809.806202021
1081,371075.79660706036
1082,594529.73870204
1083,926606.4927962166
1084,469976.23716141057
1085,359991.08694186294
1086,604234.2322478308
1087,195620.20583794155
1088,716867.4243781981
1089,320859.39179832675
1090,1826399.971556605
1091,191192.59188426612
1092,306595.1367774983
1093,344471.7651893643
1094,407774.82004082284
1095,267412.12832009746
1096,295926.4466227058
1097,471153.0278401761
1098,1112271.6738659684
1099,839677.5501087784
1100,2105605.506275311
1101,316156.482167064
1102,541726.0121583131
1103,488015.5478827757
1104,971885.2627587189
1105,491223.81960119243
1106,491176.1966138928
1107,926341.8190881982
1108,587429.8294059145
1109,477223.25061811233
1110,563455.326748727
1111,397519.0727150598
1112,678209.3665873074
1113,910485.2666055671
1114,242435.43236549504
1115,678160.1013136557
1116,508211.3611758065
1117,436509.7950910212
1118,619043.0270942659
1119,344272.7732705022
1120,502542.4334931567
1121,1071060.2987718456
1122,699175.8146510648
1123,207336.4960516595
1124,451691.5277728338
1125,752776.9505789872
1126,494087.0287398299
1127,235045.14248792187
1128,305889.70631986536
1129,866494.1290149569
1130,523337.7420783014
1131,816306.3491782733
1132,180159.10618489527
1133,849689.5498724754
1134,1045431.9825510943
1135,586032.5586278029
1136,436392.8811536884
1137,375668.7306249711
1138,872308.8146118372
1139,884715.7620897971
1140,601164.640769866
1141,410170.74478194636
1142,311003.5938453337
1143,709867.5469237715
1144,761198.2981839682
1145,257467.46399113216
1146,610167.6176319888
1147,376445.4401886319
1148,527488.2601353443
1149,258556.02805310677
1150,315048.1218080671
1151,497143.20023978
1152,204435.43504334043
1153,803146.319237889
1154,881970.9139265796
1155,494919.6253383273
1156,298898.7520415429
1157,414395.3604008561
1158,281555.60712850216
1159,470214.19181785965
1160,3136653.9649789967
1161,322639.5823040944
1162,523547.81888585887
1163,442613.7709352466
1164,821526.0826567626
1165,250143.66796787013
1166,296756.4934131511
1167,226476.32148389882
1168,808984.0372677511
1169,640535.8424626329
1170,297156.57256168424
1171,590185.0932497968
1172,331940.8182347944
1173,528067.9028163655
1174,232933.51359806268
1175,567811.0629391961
1176,639183.3538066159
1177,316866.8489307119
1178,821619.3436633805
1179,258867.97977003525
1180,785924.4265161296
1181,335041.1429861237
1182,484245.05663700425
1183,373434.4040087469
1184,262238.80742251925
1185,181582.48207358792
1186,794762.2791193014
1187,793110.9824466356
1188,477291.14981343487
1189,391891.41552537825
1190,1038868.2999062027
1191,265545.4696461436
1192,331135.2442970415
1193,330296.8975006114
1194,194495.0481093296
1195,193700.52041681495
1196,1067821.3391808497
1197,339571.1823306521
1198,255156.61391406556
1199,1229945.3125093097
1200,366927.6920511417
1201,220170.14283741836
1202,485730.90532248653
1203,278194.3295709405
1204,595764.384660868
1205,331017.8396430357
1206,439750.61159775854
1207,307116.8903190311
1208,358603.19577455113
1209,483360.40019409056
1210,318762.0240832164
1211,267386.47759791784
1212,613481.9691947986
1213,197226.82694885044
1214,736718.7110208907
1215,586267.1952787503
1216,1017664.2693965746
1217,627333.9075667363
1218,605526.196319758
1219,502753.85364494385
1220,510206.10815386096
1221,1014156.423213783
1222,381745.94801127695
1223,311965.34399688756
1224,703807.9956237619
1225,633516.9511983377
1226,576373.562343107
1227,416360.9505781886
1228,648168.7905236749
1229,418427.7848319248
1230,431176.5312756529
1231,531504.1463238038
1232,608308.3370883836
1233,348357.534672915
1234,484469.54650539986
1235,1293933.5394801067
1236,296682.25714180974
1237,445328.5726414653
1238,418103.80793949554
1239,366829.5915821983
1240,293132.07547798334
1241,451917.63658031076
1242,774524.4526240712
1243,1233775.9845664834
1244,194607.0568592929
1245,737751.5362545716
1246,470362.2259623505
1247,282804.1605571921
1248,322251.7050575569
1249,350454.6708655694
1250,710804.0551832711
1251,479280.08680017403
1252,468507.606381939
1253,799513.6134877031
1254,687009.5726381282
1255,411866.932690791
1256,239631.58510396822
1257,464870.37254323694
1258,291307.3331879191
1259,491362.31191851245
1260,462517.7689083549
1261,797027.4486402342
1262,341587.09891458537
1263,404596.16892535886
1264,283294.2176340973
1265,474835.97480956174
1266,386883.6695416947
1267,257590.87773392352
1268,648917.2167444872
1269,276626.162104311
1270,610519.967995342
1271,716899.9421405154
1272,1056878.6143123927
1273,318829.04596358165
1274,246474.50262285164
1275,223376.66429185195
1276,315327.56493910204
1277,410139.52488622547
1278,625198.8167298737
1279,702092.7665303989
1280,240426.30757426177
1281,273276.6645170415
1282,1051978.4754942805
1283,694365.2928673439
1284,330895.63790377474
1285,355050.00560259365
1286,909944.6744676911
1287,722157.7701703454
1288,452910.88771617884
1289,362408.1923988804
1290,440515.8775425011
1291,388727.24838093744
1292,500601.8096734999
1293,246140.0367086728
1294,980643.252601164
1295,460742.6098255637
1296,707686.3325191584
1297,570674.146229308
1298,250574.42762332482
1299,704027.8922994534
1300,788344.5402881358
1301,339524.6034814604
1302,555825.2855320435
1303,268583.3864006222
1304,474488.12256038503
1305,276514.501629081
1306,499473.5573433096
1307,324794.30429339013
1308,466353.4601931801
1309,438900.15139401506
1310,512091.6447478969
1311,269983.111858506
1312,749307.3719448892
1313,310025.6171704911
1314,906883.6417694304
1315,242983.63958011038
1316,384840.480375064
1317,444522.5703307972
1318,998694.5185769394
1319,582958.403276708
1320,265762.301983618
1321,591727.4336973209
1322,564451.8564315212
1323,190894.14094135578
1324,669856.9554860599
1325,509546.835314449
1326,335877.4003619983
1327,526591.4999172988
1328,714130.6149944374
1329,581540.7548779973
1330,691539.7611277403
1331,277831.12661085057
1332,453857.5851015753
1333,520819.5569666505
1334,826518.0465216723
1335,610971.6327865601
1336,643895.0633143797
1337,482928.2648576675
1338,255432.78608817494
1339,533447.4371197829
1340,485621.99501936644
1341,338395.2333991528
1342,375785.0993388705
1343,166569.69608063129
1344,632717.5569585259
1345,510978.2967353277
1346,346010.3685396632
1347,796509.2849025968
1348,1028295.9110053161
1349,339882.41304097266
1350,398314.91010507196
1351,1200970.0684877946
1352,166463.18740816088
1353,752983.950255687
1354,328407.89018048695
1355,198619.71348239368
1356,995267.607491386
1357,815863.1321673393
1358,777251.447230902
1359,633304.3059520802
1360,709807.1877891753
1361,887133.3578821259
1362,467535.1011841097
1363,369455.66948885156
